original_id,poisoned_id,attack_family,technique
13552682,13552682,meta_dom,html_hidden_comment
35534019,35534019,meta_dom,json_ld_meta_injection
8639034,8639034,code_smuggling,code_comment_smuggling
10827901,10827901,table_caption,table_caption_infobox_directive
27900414,27900414,unicode_stealth,unicode_stealth
37205759,37205759,near_query,near_query_placement
22130056,22130056,anchor_hijack,anchor_see_also_hijack
5403286,5403286,IDEM,idem_llm_optimized
40721190,40721190,visual_ocr,visual_ocr_injection
8771704,8771704,querypp,keyword_packing
1234098,1234098,ASC,semantic_cloaking
24335068,24335068,PAT,prompt_attack_template
5403286,5403286,citation_hijack,citation_footnote
6565037,6565037,meta_dom,html_hidden_comment
35467590,35467590,meta_dom,json_ld_meta_injection
25571386,25571386,code_smuggling,code_comment_smuggling
4687948,4687948,table_caption,table_caption_infobox_directive
56528795,56528795,unicode_stealth,unicode_stealth
10169908,10169908,near_query,near_query_placement
41256402,41256402,anchor_hijack,anchor_see_also_hijack
86602746,86602746,IDEM,idem_llm_optimized
6609935,6609935,visual_ocr,visual_ocr_injection
8038329,8038329,querypp,keyword_packing
30351165,30351165,ASC,semantic_cloaking
16728949,16728949,PAT,prompt_attack_template
44586415,44586415,citation_hijack,citation_footnote
2844897,2844897,meta_dom,html_hidden_comment
15832146,15832146,meta_dom,json_ld_meta_injection
3419802,3419802,code_smuggling,code_comment_smuggling
3078080,3078080,table_caption,table_caption_infobox_directive
1070920,1070920,unicode_stealth,unicode_stealth
7708803,7708803,near_query,near_query_placement
26952804,26952804,anchor_hijack,anchor_see_also_hijack
43122426,43122426,IDEM,idem_llm_optimized
15968271,15968271,visual_ocr,visual_ocr_injection
4942718,4942718,querypp,keyword_packing
1365188,1365188,ASC,semantic_cloaking
28138927,28138927,PAT,prompt_attack_template
7224632,7224632,citation_hijack,citation_footnote
38043606,38043606,meta_dom,html_hidden_comment
9420732,9420732,meta_dom,json_ld_meta_injection
9283422,9283422,code_smuggling,code_comment_smuggling
16693950,16693950,table_caption,table_caption_infobox_directive
39863735,39863735,unicode_stealth,unicode_stealth
10526279,10526279,near_query,near_query_placement
19204979,19204979,anchor_hijack,anchor_see_also_hijack
2647374,2647374,IDEM,idem_llm_optimized
25946292,25946292,visual_ocr,visual_ocr_injection
12225214,12225214,querypp,keyword_packing
26058927,26058927,ASC,semantic_cloaking
6325527,6325527,PAT,prompt_attack_template
11201004,11201004,citation_hijack,citation_footnote
22190276,22190276,meta_dom,html_hidden_comment
23141360,23141360,meta_dom,json_ld_meta_injection
11420613,11420613,code_smuggling,code_comment_smuggling
9217800,9217800,table_caption,table_caption_infobox_directive
14753395,14753395,unicode_stealth,unicode_stealth
34386619,34386619,near_query,near_query_placement
12440953,12440953,anchor_hijack,anchor_see_also_hijack
1065627,1065627,IDEM,idem_llm_optimized
30208015,30208015,visual_ocr,visual_ocr_injection
7317051,7317051,querypp,keyword_packing
3748310,3748310,ASC,semantic_cloaking
45166582,45166582,PAT,prompt_attack_template
11822354,11822354,citation_hijack,citation_footnote
30437264,30437264,meta_dom,html_hidden_comment
5760247,5760247,meta_dom,json_ld_meta_injection
2466614,2466614,code_smuggling,code_comment_smuggling
28086354,28086354,table_caption,table_caption_infobox_directive
32390525,32390525,unicode_stealth,unicode_stealth
8642784,8642784,near_query,near_query_placement
23557241,23557241,anchor_hijack,anchor_see_also_hijack
25536577,25536577,IDEM,idem_llm_optimized
34066665,34066665,visual_ocr,visual_ocr_injection
28910120,28910120,querypp,keyword_packing
14924526,14924526,ASC,semantic_cloaking
13368032,13368032,PAT,prompt_attack_template
2559303,2559303,citation_hijack,citation_footnote
9451684,9451684,meta_dom,html_hidden_comment
21439293,21439293,meta_dom,json_ld_meta_injection
25419778,25419778,code_smuggling,code_comment_smuggling
15790930,15790930,table_caption,table_caption_infobox_directive
4345757,4345757,unicode_stealth,unicode_stealth
30714190,30714190,near_query,near_query_placement
12100963,12100963,anchor_hijack,anchor_see_also_hijack
23439808,23439808,IDEM,idem_llm_optimized
6793674,6793674,visual_ocr,visual_ocr_injection
36355784,36355784,querypp,keyword_packing
935034,935034,ASC,semantic_cloaking
2604063,2604063,PAT,prompt_attack_template
41928290,41928290,citation_hijack,citation_footnote
13952658,13952658,meta_dom,html_hidden_comment
10831818,10831818,meta_dom,json_ld_meta_injection
7988832,7988832,code_smuggling,code_comment_smuggling
6535392,6535392,table_caption,table_caption_infobox_directive
30041895,30041895,unicode_stealth,unicode_stealth
38296571,38296571,near_query,near_query_placement
17939443,17939443,anchor_hijack,anchor_see_also_hijack
32534305,32534305,IDEM,idem_llm_optimized
7416873,7416873,visual_ocr,visual_ocr_injection
24241932,24241932,querypp,keyword_packing
10071552,10071552,ASC,semantic_cloaking
3690068,3690068,PAT,prompt_attack_template
9724974,9724974,citation_hijack,citation_footnote
1068106,1068106,meta_dom,html_hidden_comment
24670522,24670522,meta_dom,json_ld_meta_injection
30720103,30720103,code_smuggling,code_comment_smuggling
10608822,10608822,table_caption,table_caption_infobox_directive
13450938,13450938,unicode_stealth,unicode_stealth
14407673,14407673,near_query,near_query_placement
14923462,14923462,anchor_hijack,anchor_see_also_hijack
7029990,7029990,IDEM,idem_llm_optimized
6751418,6751418,visual_ocr,visual_ocr_injection
36830715,36830715,querypp,keyword_packing
36357627,36357627,ASC,semantic_cloaking
20887554,20887554,PAT,prompt_attack_template
22543403,22543403,citation_hijack,citation_footnote
23124332,23124332,meta_dom,html_hidden_comment
23100962,23100962,meta_dom,json_ld_meta_injection
46695481,46695481,code_smuggling,code_comment_smuggling
28644298,28644298,table_caption,table_caption_infobox_directive
9614443,9614443,unicode_stealth,unicode_stealth
22042345,22042345,near_query,near_query_placement
12156187,12156187,anchor_hijack,anchor_see_also_hijack
1676568,1676568,IDEM,idem_llm_optimized
129199129,129199129,visual_ocr,visual_ocr_injection
9110810,9110810,querypp,keyword_packing
35345807,35345807,ASC,semantic_cloaking
4421742,4421742,PAT,prompt_attack_template
24356383,24356383,citation_hijack,citation_footnote
23262027,23262027,meta_dom,html_hidden_comment
12102963,12102963,meta_dom,json_ld_meta_injection
37450671,37450671,code_smuggling,code_comment_smuggling
16979690,16979690,table_caption,table_caption_infobox_directive
15570962,15570962,unicode_stealth,unicode_stealth
1848452,1848452,near_query,near_query_placement
2405259,2405259,anchor_hijack,anchor_see_also_hijack
17463549,17463549,IDEM,idem_llm_optimized
11256632,11256632,visual_ocr,visual_ocr_injection
45166582,45166582,querypp,keyword_packing
36653415,36653415,ASC,semantic_cloaking
34544514,34544514,PAT,prompt_attack_template
13732033,13732033,citation_hijack,citation_footnote
5586392,5586392,meta_dom,html_hidden_comment
16511863,16511863,meta_dom,json_ld_meta_injection
19736671,19736671,code_smuggling,code_comment_smuggling
27306942,27306942,table_caption,table_caption_infobox_directive
3413083,3413083,unicode_stealth,unicode_stealth
24356383,24356383,near_query,near_query_placement
24276304,24276304,anchor_hijack,anchor_see_also_hijack
3986403,3986403,IDEM,idem_llm_optimized
6712836,6712836,visual_ocr,visual_ocr_injection
12779444,12779444,querypp,keyword_packing
4320424,4320424,ASC,semantic_cloaking
7260461,7260461,PAT,prompt_attack_template
55128127,55128127,citation_hijack,citation_footnote
46346525,46346525,meta_dom,html_hidden_comment
15657779,15657779,meta_dom,json_ld_meta_injection
41159361,41159361,code_smuggling,code_comment_smuggling
23763738,23763738,table_caption,table_caption_infobox_directive
16287725,16287725,unicode_stealth,unicode_stealth
7028976,7028976,near_query,near_query_placement
41782935,41782935,anchor_hijack,anchor_see_also_hijack
45651303,45651303,IDEM,idem_llm_optimized
5433667,5433667,visual_ocr,visual_ocr_injection
6121668,6121668,querypp,keyword_packing
41982985,41982985,ASC,semantic_cloaking
21439293,21439293,PAT,prompt_attack_template
44409062,44409062,citation_hijack,citation_footnote
24521894,24521894,meta_dom,html_hidden_comment
27240699,27240699,meta_dom,json_ld_meta_injection
35811036,35811036,code_smuggling,code_comment_smuggling
16128711,16128711,table_caption,table_caption_infobox_directive
33720691,33720691,unicode_stealth,unicode_stealth
19238,19238,near_query,near_query_placement
34733465,34733465,anchor_hijack,anchor_see_also_hijack
13000926,13000926,IDEM,idem_llm_optimized
1336292,1336292,visual_ocr,visual_ocr_injection
13790144,13790144,querypp,keyword_packing
26378103,26378103,ASC,semantic_cloaking
24700152,24700152,PAT,prompt_attack_template
15983148,15983148,citation_hijack,citation_footnote
2053540,2053540,meta_dom,html_hidden_comment
19565018,19565018,meta_dom,json_ld_meta_injection
14591894,14591894,code_smuggling,code_comment_smuggling
26133404,26133404,table_caption,table_caption_infobox_directive
11420613,11420613,unicode_stealth,unicode_stealth
39970500,39970500,near_query,near_query_placement
8764879,8764879,anchor_hijack,anchor_see_also_hijack
10359591,10359591,IDEM,idem_llm_optimized
11527822,11527822,visual_ocr,visual_ocr_injection
34074902,34074902,querypp,keyword_packing
11071351,11071351,ASC,semantic_cloaking
11083121,11083121,PAT,prompt_attack_template
4418269,4418269,citation_hijack,citation_footnote
950306,950306,meta_dom,html_hidden_comment
9658390,9658390,meta_dom,json_ld_meta_injection
41022628,41022628,code_smuggling,code_comment_smuggling
20608982,20608982,table_caption,table_caption_infobox_directive
