original_id,poisoned_id,attack_family,technique
177065,177065,querypp,keyword_packing
490899,490899,ASC,semantic_cloaking
92901,92901,PAT,prompt_attack_template
25507,25507,citation_hijack,citation_footnote
20079,20079,meta_dom,html_hidden_comment
241369,241369,meta_dom,json_ld_meta_injection
42650,42650,code_smuggling,code_comment_smuggling
117685,117685,table_caption,table_caption_infobox_directive
46199,46199,unicode_stealth,unicode_stealth
152382,152382,near_query,near_query_placement
40897,40897,anchor_hijack,anchor_see_also_hijack
251672,251672,IDEM,idem_llm_optimized
349852,349852,visual_ocr,visual_ocr_injection
372073,372073,querypp,keyword_packing
436475,436475,ASC,semantic_cloaking
304857,304857,PAT,prompt_attack_template
486270,486270,citation_hijack,citation_footnote
371672,371672,meta_dom,html_hidden_comment
466162,466162,meta_dom,json_ld_meta_injection
454810,454810,code_smuggling,code_comment_smuggling
115484,115484,table_caption,table_caption_infobox_directive
244115,244115,unicode_stealth,unicode_stealth
158075,158075,near_query,near_query_placement
476085,476085,anchor_hijack,anchor_see_also_hijack
598447,598447,IDEM,idem_llm_optimized
517052,517052,visual_ocr,visual_ocr_injection
590520,590520,querypp,keyword_packing
161445,161445,ASC,semantic_cloaking
383070,383070,PAT,prompt_attack_template
352049,352049,citation_hijack,citation_footnote
588948,588948,meta_dom,html_hidden_comment
353268,353268,meta_dom,json_ld_meta_injection
22169,22169,code_smuggling,code_comment_smuggling
398572,398572,table_caption,table_caption_infobox_directive
560064,560064,unicode_stealth,unicode_stealth
485424,485424,near_query,near_query_placement
577074,577074,anchor_hijack,anchor_see_also_hijack
489401,489401,IDEM,idem_llm_optimized
287437,287437,visual_ocr,visual_ocr_injection
365456,365456,querypp,keyword_packing
595439,595439,ASC,semantic_cloaking
528838,528838,PAT,prompt_attack_template
416588,416588,citation_hijack,citation_footnote
52878,52878,meta_dom,html_hidden_comment
117251,117251,meta_dom,json_ld_meta_injection
164256,164256,code_smuggling,code_comment_smuggling
551747,551747,table_caption,table_caption_infobox_directive
360773,360773,unicode_stealth,unicode_stealth
579543,579543,near_query,near_query_placement
335775,335775,anchor_hijack,anchor_see_also_hijack
527296,527296,IDEM,idem_llm_optimized
50672,50672,visual_ocr,visual_ocr_injection
186389,186389,querypp,keyword_packing
253357,253357,ASC,semantic_cloaking
106331,106331,PAT,prompt_attack_template
174211,174211,citation_hijack,citation_footnote
339823,339823,meta_dom,html_hidden_comment
420746,420746,meta_dom,json_ld_meta_injection
579546,579546,code_smuggling,code_comment_smuggling
148208,148208,table_caption,table_caption_infobox_directive
153633,153633,unicode_stealth,unicode_stealth
294515,294515,near_query,near_query_placement
30865,30865,anchor_hijack,anchor_see_also_hijack
362806,362806,IDEM,idem_llm_optimized
382598,382598,visual_ocr,visual_ocr_injection
116804,116804,querypp,keyword_packing
339042,339042,ASC,semantic_cloaking
569528,569528,PAT,prompt_attack_template
541326,541326,citation_hijack,citation_footnote
246484,246484,meta_dom,html_hidden_comment
593133,593133,meta_dom,json_ld_meta_injection
147933,147933,code_smuggling,code_comment_smuggling
49393,49393,table_caption,table_caption_infobox_directive
432882,432882,unicode_stealth,unicode_stealth
528838,528838,near_query,near_query_placement
324346,324346,anchor_hijack,anchor_see_also_hijack
356480,356480,IDEM,idem_llm_optimized
291079,291079,visual_ocr,visual_ocr_injection
204152,204152,querypp,keyword_packing
69197,69197,ASC,semantic_cloaking
257603,257603,PAT,prompt_attack_template
430018,430018,citation_hijack,citation_footnote
543138,543138,meta_dom,html_hidden_comment
413742,413742,meta_dom,json_ld_meta_injection
278729,278729,code_smuggling,code_comment_smuggling
41514,41514,table_caption,table_caption_infobox_directive
187908,187908,unicode_stealth,unicode_stealth
3763,3763,near_query,near_query_placement
79507,79507,anchor_hijack,anchor_see_also_hijack
443889,443889,IDEM,idem_llm_optimized
318491,318491,visual_ocr,visual_ocr_injection
63301,63301,querypp,keyword_packing
374704,374704,ASC,semantic_cloaking
404732,404732,PAT,prompt_attack_template
186846,186846,citation_hijack,citation_footnote
528698,528698,meta_dom,html_hidden_comment
15073,15073,meta_dom,json_ld_meta_injection
390689,390689,code_smuggling,code_comment_smuggling
199328,199328,table_caption,table_caption_infobox_directive
168715,168715,unicode_stealth,unicode_stealth
323676,323676,near_query,near_query_placement
535470,535470,anchor_hijack,anchor_see_also_hijack
594988,594988,IDEM,idem_llm_optimized
288937,288937,visual_ocr,visual_ocr_injection
104291,104291,querypp,keyword_packing
319817,319817,ASC,semantic_cloaking
57958,57958,PAT,prompt_attack_template
203602,203602,citation_hijack,citation_footnote
62051,62051,meta_dom,html_hidden_comment
309520,309520,meta_dom,json_ld_meta_injection
531074,531074,code_smuggling,code_comment_smuggling
491472,491472,table_caption,table_caption_infobox_directive
564396,564396,unicode_stealth,unicode_stealth
117158,117158,near_query,near_query_placement
549510,549510,anchor_hijack,anchor_see_also_hijack
143917,143917,IDEM,idem_llm_optimized
461261,461261,visual_ocr,visual_ocr_injection
134494,134494,querypp,keyword_packing
246022,246022,ASC,semantic_cloaking
237330,237330,PAT,prompt_attack_template
385879,385879,citation_hijack,citation_footnote
294598,294598,meta_dom,html_hidden_comment
26791,26791,meta_dom,json_ld_meta_injection
498075,498075,code_smuggling,code_comment_smuggling
547050,547050,table_caption,table_caption_infobox_directive
425846,425846,unicode_stealth,unicode_stealth
310081,310081,near_query,near_query_placement
324491,324491,anchor_hijack,anchor_see_also_hijack
466774,466774,IDEM,idem_llm_optimized
412965,412965,visual_ocr,visual_ocr_injection
231654,231654,querypp,keyword_packing
467295,467295,ASC,semantic_cloaking
118204,118204,PAT,prompt_attack_template
254591,254591,citation_hijack,citation_footnote
560087,560087,meta_dom,html_hidden_comment
460317,460317,meta_dom,json_ld_meta_injection
170318,170318,code_smuggling,code_comment_smuggling
58413,58413,table_caption,table_caption_infobox_directive
201122,201122,unicode_stealth,unicode_stealth
226488,226488,near_query,near_query_placement
491285,491285,anchor_hijack,anchor_see_also_hijack
503934,503934,IDEM,idem_llm_optimized
21023,21023,visual_ocr,visual_ocr_injection
475355,475355,querypp,keyword_packing
438038,438038,ASC,semantic_cloaking
73852,73852,PAT,prompt_attack_template
497401,497401,citation_hijack,citation_footnote
197077,197077,meta_dom,html_hidden_comment
205665,205665,meta_dom,json_ld_meta_injection
496743,496743,code_smuggling,code_comment_smuggling
246393,246393,table_caption,table_caption_infobox_directive
595298,595298,unicode_stealth,unicode_stealth
261024,261024,near_query,near_query_placement
61493,61493,anchor_hijack,anchor_see_also_hijack
380352,380352,IDEM,idem_llm_optimized
71330,71330,visual_ocr,visual_ocr_injection
578677,578677,querypp,keyword_packing
179538,179538,ASC,semantic_cloaking
442433,442433,PAT,prompt_attack_template
581053,581053,citation_hijack,citation_footnote
94089,94089,meta_dom,html_hidden_comment
80033,80033,meta_dom,json_ld_meta_injection
565765,565765,code_smuggling,code_comment_smuggling
40918,40918,table_caption,table_caption_infobox_directive
276758,276758,unicode_stealth,unicode_stealth
583396,583396,near_query,near_query_placement
369373,369373,anchor_hijack,anchor_see_also_hijack
8871,8871,IDEM,idem_llm_optimized
135503,135503,visual_ocr,visual_ocr_injection
234616,234616,querypp,keyword_packing
11508,11508,ASC,semantic_cloaking
354968,354968,PAT,prompt_attack_template
5765,5765,citation_hijack,citation_footnote
59893,59893,meta_dom,html_hidden_comment
505492,505492,meta_dom,json_ld_meta_injection
55598,55598,code_smuggling,code_comment_smuggling
437777,437777,table_caption,table_caption_infobox_directive
473586,473586,unicode_stealth,unicode_stealth
524030,524030,near_query,near_query_placement
527950,527950,anchor_hijack,anchor_see_also_hijack
534106,534106,IDEM,idem_llm_optimized
280530,280530,visual_ocr,visual_ocr_injection
581074,581074,querypp,keyword_packing
490326,490326,ASC,semantic_cloaking
304933,304933,PAT,prompt_attack_template
498176,498176,citation_hijack,citation_footnote
148208,148208,meta_dom,html_hidden_comment
564611,564611,meta_dom,json_ld_meta_injection
554853,554853,code_smuggling,code_comment_smuggling
88396,88396,table_caption,table_caption_infobox_directive
380427,380427,unicode_stealth,unicode_stealth
143917,143917,near_query,near_query_placement
284007,284007,anchor_hijack,anchor_see_also_hijack
32589,32589,IDEM,idem_llm_optimized
475412,475412,visual_ocr,visual_ocr_injection
447320,447320,querypp,keyword_packing
37276,37276,ASC,semantic_cloaking
566215,566215,PAT,prompt_attack_template
539465,539465,citation_hijack,citation_footnote
50433,50433,meta_dom,html_hidden_comment
524672,524672,meta_dom,json_ld_meta_injection
457235,457235,code_smuggling,code_comment_smuggling
479398,479398,table_caption,table_caption_infobox_directive
551727,551727,unicode_stealth,unicode_stealth
419952,419952,near_query,near_query_placement
573076,573076,anchor_hijack,anchor_see_also_hijack
488379,488379,IDEM,idem_llm_optimized
311931,311931,visual_ocr,visual_ocr_injection
415799,415799,querypp,keyword_packing
11862,11862,ASC,semantic_cloaking
51575,51575,PAT,prompt_attack_template
90504,90504,citation_hijack,citation_footnote
106501,106501,meta_dom,html_hidden_comment
327941,327941,meta_dom,json_ld_meta_injection
419735,419735,code_smuggling,code_comment_smuggling
168742,168742,table_caption,table_caption_infobox_directive
259138,259138,unicode_stealth,unicode_stealth
455896,455896,near_query,near_query_placement
414649,414649,anchor_hijack,anchor_see_also_hijack
449143,449143,IDEM,idem_llm_optimized
211028,211028,visual_ocr,visual_ocr_injection
186846,186846,querypp,keyword_packing
112949,112949,ASC,semantic_cloaking
397846,397846,PAT,prompt_attack_template
238484,238484,citation_hijack,citation_footnote
551325,551325,meta_dom,html_hidden_comment
15637,15637,meta_dom,json_ld_meta_injection
188510,188510,code_smuggling,code_comment_smuggling
230561,230561,table_caption,table_caption_infobox_directive
322610,322610,unicode_stealth,unicode_stealth
165388,165388,near_query,near_query_placement
451723,451723,anchor_hijack,anchor_see_also_hijack
344812,344812,IDEM,idem_llm_optimized
500883,500883,visual_ocr,visual_ocr_injection
35469,35469,querypp,keyword_packing
499254,499254,ASC,semantic_cloaking
574037,574037,PAT,prompt_attack_template
185567,185567,citation_hijack,citation_footnote
522645,522645,meta_dom,html_hidden_comment
353268,353268,meta_dom,json_ld_meta_injection
302807,302807,code_smuggling,code_comment_smuggling
76373,76373,table_caption,table_caption_infobox_directive
242321,242321,unicode_stealth,unicode_stealth
272987,272987,near_query,near_query_placement
318986,318986,anchor_hijack,anchor_see_also_hijack
17943,17943,IDEM,idem_llm_optimized
434179,434179,visual_ocr,visual_ocr_injection
360232,360232,querypp,keyword_packing
39566,39566,ASC,semantic_cloaking
182989,182989,PAT,prompt_attack_template
570857,570857,citation_hijack,citation_footnote
352266,352266,meta_dom,html_hidden_comment
173084,173084,meta_dom,json_ld_meta_injection
233479,233479,code_smuggling,code_comment_smuggling
321579,321579,table_caption,table_caption_infobox_directive
224665,224665,unicode_stealth,unicode_stealth
307315,307315,near_query,near_query_placement
157038,157038,anchor_hijack,anchor_see_also_hijack
106424,106424,IDEM,idem_llm_optimized
349500,349500,visual_ocr,visual_ocr_injection
434320,434320,querypp,keyword_packing
433611,433611,ASC,semantic_cloaking
144899,144899,PAT,prompt_attack_template
72088,72088,citation_hijack,citation_footnote
438893,438893,meta_dom,html_hidden_comment
276894,276894,meta_dom,json_ld_meta_injection
491692,491692,code_smuggling,code_comment_smuggling
85447,85447,table_caption,table_caption_infobox_directive
169847,169847,unicode_stealth,unicode_stealth
365704,365704,near_query,near_query_placement
67241,67241,anchor_hijack,anchor_see_also_hijack
159844,159844,IDEM,idem_llm_optimized
380486,380486,visual_ocr,visual_ocr_injection
271793,271793,querypp,keyword_packing
487929,487929,ASC,semantic_cloaking
532181,532181,PAT,prompt_attack_template
176599,176599,citation_hijack,citation_footnote
321351,321351,meta_dom,html_hidden_comment
280992,280992,meta_dom,json_ld_meta_injection
236436,236436,code_smuggling,code_comment_smuggling
65702,65702,table_caption,table_caption_infobox_directive
227304,227304,unicode_stealth,unicode_stealth
556799,556799,near_query,near_query_placement
185115,185115,anchor_hijack,anchor_see_also_hijack
16775,16775,IDEM,idem_llm_optimized
182298,182298,visual_ocr,visual_ocr_injection
500575,500575,querypp,keyword_packing
443511,443511,ASC,semantic_cloaking
128844,128844,PAT,prompt_attack_template
563861,563861,citation_hijack,citation_footnote
85932,85932,meta_dom,html_hidden_comment
199785,199785,meta_dom,json_ld_meta_injection
227182,227182,code_smuggling,code_comment_smuggling
134159,134159,table_caption,table_caption_infobox_directive
358018,358018,unicode_stealth,unicode_stealth
103249,103249,near_query,near_query_placement
482857,482857,anchor_hijack,anchor_see_also_hijack
185944,185944,IDEM,idem_llm_optimized
595391,595391,visual_ocr,visual_ocr_injection
38357,38357,querypp,keyword_packing
9674,9674,ASC,semantic_cloaking
204943,204943,PAT,prompt_attack_template
313540,313540,citation_hijack,citation_footnote
107857,107857,meta_dom,html_hidden_comment
182298,182298,meta_dom,json_ld_meta_injection
361692,361692,code_smuggling,code_comment_smuggling
239297,239297,table_caption,table_caption_infobox_directive
488228,488228,unicode_stealth,unicode_stealth
350032,350032,near_query,near_query_placement
79777,79777,anchor_hijack,anchor_see_also_hijack
245616,245616,IDEM,idem_llm_optimized
184303,184303,visual_ocr,visual_ocr_injection
577442,577442,querypp,keyword_packing
189682,189682,ASC,semantic_cloaking
542969,542969,PAT,prompt_attack_template
220137,220137,citation_hijack,citation_footnote
400133,400133,meta_dom,html_hidden_comment
338215,338215,meta_dom,json_ld_meta_injection
394764,394764,code_smuggling,code_comment_smuggling
475803,475803,table_caption,table_caption_infobox_directive
522816,522816,unicode_stealth,unicode_stealth
569912,569912,near_query,near_query_placement
300213,300213,anchor_hijack,anchor_see_also_hijack
532852,532852,IDEM,idem_llm_optimized
279772,279772,visual_ocr,visual_ocr_injection
586010,586010,querypp,keyword_packing
314840,314840,ASC,semantic_cloaking
324884,324884,PAT,prompt_attack_template
211503,211503,citation_hijack,citation_footnote
367924,367924,meta_dom,html_hidden_comment
512553,512553,meta_dom,json_ld_meta_injection
381100,381100,code_smuggling,code_comment_smuggling
517305,517305,table_caption,table_caption_infobox_directive
31330,31330,unicode_stealth,unicode_stealth
156747,156747,near_query,near_query_placement
528838,528838,anchor_hijack,anchor_see_also_hijack
534009,534009,IDEM,idem_llm_optimized
33291,33291,visual_ocr,visual_ocr_injection
440411,440411,querypp,keyword_packing
58580,58580,ASC,semantic_cloaking
221848,221848,PAT,prompt_attack_template
259856,259856,citation_hijack,citation_footnote
165658,165658,meta_dom,html_hidden_comment
53263,53263,meta_dom,json_ld_meta_injection
589531,589531,code_smuggling,code_comment_smuggling
442241,442241,table_caption,table_caption_infobox_directive
341102,341102,unicode_stealth,unicode_stealth
288425,288425,near_query,near_query_placement
167410,167410,anchor_hijack,anchor_see_also_hijack
452672,452672,IDEM,idem_llm_optimized
548952,548952,visual_ocr,visual_ocr_injection
402306,402306,querypp,keyword_packing
578491,578491,ASC,semantic_cloaking
367896,367896,PAT,prompt_attack_template
474402,474402,citation_hijack,citation_footnote
159936,159936,meta_dom,html_hidden_comment
400669,400669,meta_dom,json_ld_meta_injection
360499,360499,code_smuggling,code_comment_smuggling
454666,454666,table_caption,table_caption_infobox_directive
457390,457390,unicode_stealth,unicode_stealth
336518,336518,near_query,near_query_placement
159703,159703,anchor_hijack,anchor_see_also_hijack
353546,353546,IDEM,idem_llm_optimized
67968,67968,visual_ocr,visual_ocr_injection
226500,226500,querypp,keyword_packing
24742,24742,ASC,semantic_cloaking
253402,253402,PAT,prompt_attack_template
53352,53352,citation_hijack,citation_footnote
309497,309497,meta_dom,html_hidden_comment
285147,285147,meta_dom,json_ld_meta_injection
4735,4735,code_smuggling,code_comment_smuggling
394420,394420,table_caption,table_caption_infobox_directive
489635,489635,unicode_stealth,unicode_stealth
87082,87082,near_query,near_query_placement
163854,163854,anchor_hijack,anchor_see_also_hijack
576564,576564,IDEM,idem_llm_optimized
195495,195495,visual_ocr,visual_ocr_injection
150430,150430,querypp,keyword_packing
18119,18119,ASC,semantic_cloaking
269406,269406,PAT,prompt_attack_template
187061,187061,citation_hijack,citation_footnote
265551,265551,meta_dom,html_hidden_comment
279657,279657,meta_dom,json_ld_meta_injection
278961,278961,code_smuggling,code_comment_smuggling
542194,542194,table_caption,table_caption_infobox_directive
168677,168677,unicode_stealth,unicode_stealth
35919,35919,near_query,near_query_placement
323676,323676,anchor_hijack,anchor_see_also_hijack
75270,75270,IDEM,idem_llm_optimized
270339,270339,visual_ocr,visual_ocr_injection
416444,416444,querypp,keyword_packing
239297,239297,ASC,semantic_cloaking
62051,62051,PAT,prompt_attack_template
517052,517052,citation_hijack,citation_footnote
150867,150867,meta_dom,html_hidden_comment
551908,551908,meta_dom,json_ld_meta_injection
20178,20178,code_smuggling,code_comment_smuggling
524034,524034,table_caption,table_caption_infobox_directive
390102,390102,unicode_stealth,unicode_stealth
332066,332066,near_query,near_query_placement
529172,529172,anchor_hijack,anchor_see_also_hijack
460296,460296,IDEM,idem_llm_optimized
28965,28965,visual_ocr,visual_ocr_injection
497491,497491,querypp,keyword_packing
257656,257656,ASC,semantic_cloaking
135362,135362,PAT,prompt_attack_template
490326,490326,citation_hijack,citation_footnote
407612,407612,meta_dom,html_hidden_comment
414335,414335,meta_dom,json_ld_meta_injection
137732,137732,code_smuggling,code_comment_smuggling
553809,553809,table_caption,table_caption_infobox_directive
271949,271949,unicode_stealth,unicode_stealth
57338,57338,near_query,near_query_placement
547774,547774,anchor_hijack,anchor_see_also_hijack
526681,526681,IDEM,idem_llm_optimized
254468,254468,visual_ocr,visual_ocr_injection
421380,421380,querypp,keyword_packing
445099,445099,ASC,semantic_cloaking
233892,233892,PAT,prompt_attack_template
400288,400288,citation_hijack,citation_footnote
424717,424717,meta_dom,html_hidden_comment
471259,471259,meta_dom,json_ld_meta_injection
158385,158385,code_smuggling,code_comment_smuggling
117233,117233,table_caption,table_caption_infobox_directive
218274,218274,unicode_stealth,unicode_stealth
109382,109382,near_query,near_query_placement
401345,401345,anchor_hijack,anchor_see_also_hijack
508338,508338,IDEM,idem_llm_optimized
586455,586455,visual_ocr,visual_ocr_injection
294515,294515,querypp,keyword_packing
2143,2143,ASC,semantic_cloaking
299569,299569,PAT,prompt_attack_template
346859,346859,citation_hijack,citation_footnote
177757,177757,meta_dom,html_hidden_comment
440790,440790,meta_dom,json_ld_meta_injection
309068,309068,code_smuggling,code_comment_smuggling
533201,533201,table_caption,table_caption_infobox_directive
504235,504235,unicode_stealth,unicode_stealth
77685,77685,near_query,near_query_placement
539805,539805,anchor_hijack,anchor_see_also_hijack
509405,509405,IDEM,idem_llm_optimized
557220,557220,visual_ocr,visual_ocr_injection
168715,168715,querypp,keyword_packing
583396,583396,ASC,semantic_cloaking
454858,454858,PAT,prompt_attack_template
347865,347865,citation_hijack,citation_footnote
430018,430018,meta_dom,html_hidden_comment
296734,296734,meta_dom,json_ld_meta_injection
546122,546122,code_smuggling,code_comment_smuggling
489045,489045,table_caption,table_caption_infobox_directive
374704,374704,unicode_stealth,unicode_stealth
396835,396835,near_query,near_query_placement
153633,153633,anchor_hijack,anchor_see_also_hijack
148141,148141,IDEM,idem_llm_optimized
467135,467135,visual_ocr,visual_ocr_injection
53037,53037,querypp,keyword_packing
91986,91986,ASC,semantic_cloaking
169587,169587,PAT,prompt_attack_template
235260,235260,citation_hijack,citation_footnote
380486,380486,meta_dom,html_hidden_comment
577950,577950,meta_dom,json_ld_meta_injection
547127,547127,code_smuggling,code_comment_smuggling
121256,121256,table_caption,table_caption_infobox_directive
290391,290391,unicode_stealth,unicode_stealth
181412,181412,near_query,near_query_placement
419735,419735,anchor_hijack,anchor_see_also_hijack
14190,14190,IDEM,idem_llm_optimized
268379,268379,visual_ocr,visual_ocr_injection
209863,209863,querypp,keyword_packing
565909,565909,ASC,semantic_cloaking
164047,164047,PAT,prompt_attack_template
309840,309840,citation_hijack,citation_footnote
388564,388564,meta_dom,html_hidden_comment
204171,204171,meta_dom,json_ld_meta_injection
355592,355592,code_smuggling,code_comment_smuggling
64598,64598,table_caption,table_caption_infobox_directive
217875,217875,unicode_stealth,unicode_stealth
201183,201183,near_query,near_query_placement
150066,150066,anchor_hijack,anchor_see_also_hijack
106161,106161,IDEM,idem_llm_optimized
225282,225282,visual_ocr,visual_ocr_injection
297467,297467,querypp,keyword_packing
142136,142136,ASC,semantic_cloaking
331898,331898,PAT,prompt_attack_template
51073,51073,citation_hijack,citation_footnote
187454,187454,meta_dom,html_hidden_comment
422904,422904,meta_dom,json_ld_meta_injection
220794,220794,code_smuggling,code_comment_smuggling
37454,37454,table_caption,table_caption_infobox_directive
421380,421380,unicode_stealth,unicode_stealth
598111,598111,near_query,near_query_placement
244115,244115,anchor_hijack,anchor_see_also_hijack
228879,228879,IDEM,idem_llm_optimized
542918,542918,visual_ocr,visual_ocr_injection
46893,46893,querypp,keyword_packing
504720,504720,ASC,semantic_cloaking
193318,193318,PAT,prompt_attack_template
444962,444962,citation_hijack,citation_footnote
163904,163904,meta_dom,html_hidden_comment
249831,249831,meta_dom,json_ld_meta_injection
111091,111091,code_smuggling,code_comment_smuggling
525049,525049,table_caption,table_caption_infobox_directive
52617,52617,unicode_stealth,unicode_stealth
313885,313885,near_query,near_query_placement
347586,347586,anchor_hijack,anchor_see_also_hijack
427506,427506,IDEM,idem_llm_optimized
214408,214408,visual_ocr,visual_ocr_injection
27081,27081,querypp,keyword_packing
425846,425846,ASC,semantic_cloaking
285493,285493,PAT,prompt_attack_template
561317,561317,citation_hijack,citation_footnote
93157,93157,meta_dom,html_hidden_comment
432163,432163,meta_dom,json_ld_meta_injection
369083,369083,code_smuggling,code_comment_smuggling
45827,45827,table_caption,table_caption_infobox_directive
487866,487866,unicode_stealth,unicode_stealth
596473,596473,near_query,near_query_placement
36754,36754,anchor_hijack,anchor_see_also_hijack
130817,130817,IDEM,idem_llm_optimized
154697,154697,visual_ocr,visual_ocr_injection
458063,458063,querypp,keyword_packing
17222,17222,ASC,semantic_cloaking
537323,537323,PAT,prompt_attack_template
183612,183612,citation_hijack,citation_footnote
375930,375930,meta_dom,html_hidden_comment
552216,552216,meta_dom,json_ld_meta_injection
373905,373905,code_smuggling,code_comment_smuggling
30125,30125,table_caption,table_caption_infobox_directive
575408,575408,unicode_stealth,unicode_stealth
496433,496433,near_query,near_query_placement
76965,76965,anchor_hijack,anchor_see_also_hijack
369083,369083,IDEM,idem_llm_optimized
33503,33503,visual_ocr,visual_ocr_injection
13832,13832,querypp,keyword_packing
11508,11508,ASC,semantic_cloaking
471241,471241,PAT,prompt_attack_template
173401,173401,citation_hijack,citation_footnote
514001,514001,meta_dom,html_hidden_comment
263619,263619,meta_dom,json_ld_meta_injection
399648,399648,code_smuggling,code_comment_smuggling
146996,146996,table_caption,table_caption_infobox_directive
580364,580364,unicode_stealth,unicode_stealth
595029,595029,near_query,near_query_placement
567034,567034,anchor_hijack,anchor_see_also_hijack
51575,51575,IDEM,idem_llm_optimized
304023,304023,visual_ocr,visual_ocr_injection
205098,205098,querypp,keyword_packing
108167,108167,ASC,semantic_cloaking
284454,284454,PAT,prompt_attack_template
181158,181158,citation_hijack,citation_footnote
484904,484904,meta_dom,html_hidden_comment
196225,196225,meta_dom,json_ld_meta_injection
378711,378711,code_smuggling,code_comment_smuggling
398262,398262,table_caption,table_caption_infobox_directive
377477,377477,unicode_stealth,unicode_stealth
416117,416117,near_query,near_query_placement
380448,380448,anchor_hijack,anchor_see_also_hijack
264509,264509,IDEM,idem_llm_optimized
106746,106746,visual_ocr,visual_ocr_injection
96514,96514,querypp,keyword_packing
18366,18366,ASC,semantic_cloaking
549017,549017,PAT,prompt_attack_template
451286,451286,citation_hijack,citation_footnote
134497,134497,meta_dom,html_hidden_comment
251961,251961,meta_dom,json_ld_meta_injection
1164,1164,code_smuggling,code_comment_smuggling
587890,587890,table_caption,table_caption_infobox_directive
238058,238058,unicode_stealth,unicode_stealth
343913,343913,near_query,near_query_placement
530318,530318,anchor_hijack,anchor_see_also_hijack
165597,165597,IDEM,idem_llm_optimized
498834,498834,visual_ocr,visual_ocr_injection
81880,81880,querypp,keyword_packing
361263,361263,ASC,semantic_cloaking
469774,469774,PAT,prompt_attack_template
465430,465430,citation_hijack,citation_footnote
425839,425839,meta_dom,html_hidden_comment
112001,112001,meta_dom,json_ld_meta_injection
189682,189682,code_smuggling,code_comment_smuggling
252082,252082,table_caption,table_caption_infobox_directive
373642,373642,unicode_stealth,unicode_stealth
10608,10608,near_query,near_query_placement
134829,134829,anchor_hijack,anchor_see_also_hijack
274227,274227,IDEM,idem_llm_optimized
320529,320529,visual_ocr,visual_ocr_injection
258326,258326,querypp,keyword_packing
575408,575408,ASC,semantic_cloaking
421706,421706,PAT,prompt_attack_template
390668,390668,citation_hijack,citation_footnote
347494,347494,meta_dom,html_hidden_comment
222870,222870,meta_dom,json_ld_meta_injection
254120,254120,code_smuggling,code_comment_smuggling
413742,413742,table_caption,table_caption_infobox_directive
57907,57907,unicode_stealth,unicode_stealth
260617,260617,near_query,near_query_placement
367272,367272,anchor_hijack,anchor_see_also_hijack
288425,288425,IDEM,idem_llm_optimized
